mode,task,trial,success,coder_turns,pass_turn,outcome,elapsed_time
Qwen3-4B-think,HumanEval_149,2,True,1,1,pass,15.72
Qwen3-4B-think,HumanEval_149,3,True,1,1,pass,14.52
Qwen3-4B-think,HumanEval_149,4,True,1,1,pass,15.05
Qwen3-4B-think,HumanEval_15,0,True,1,1,pass,12.62
Qwen3-4B-think,HumanEval_15,1,True,1,1,pass,6.3
Qwen3-4B-think,HumanEval_15,2,True,1,1,pass,6.03
Qwen3-4B-think,HumanEval_15,3,True,1,1,pass,12.25
Qwen3-4B-think,HumanEval_15,4,True,1,1,pass,9.97
Qwen3-4B-think,HumanEval_150,0,True,1,1,pass,12.2
Qwen3-4B-think,HumanEval_150,1,True,1,1,pass,14.82
Qwen3-4B-think,HumanEval_150,2,True,1,1,pass,15.81
Qwen3-4B-think,HumanEval_150,3,True,1,1,pass,11.45
Qwen3-4B-think,HumanEval_150,4,True,1,1,pass,13.44
Qwen3-4B-think,HumanEval_151,0,True,1,1,pass,20.92
Qwen3-4B-think,HumanEval_151,1,True,1,1,pass,36.83
Qwen3-4B-think,HumanEval_151,2,True,1,1,pass,32.72
Qwen3-4B-think,HumanEval_151,3,True,1,1,pass,52.39
Qwen3-4B-think,HumanEval_151,4,True,1,1,pass,28.49
Qwen3-4B-think,HumanEval_152,0,True,1,1,pass,11.44
Qwen3-4B-think,HumanEval_152,1,True,1,1,pass,8.66
Qwen3-4B-think,HumanEval_152,2,True,1,1,pass,10.69
Qwen3-4B-think,HumanEval_152,3,True,1,1,pass,8.54
Qwen3-4B-think,HumanEval_152,4,True,1,1,pass,9.32
Qwen3-4B-think,HumanEval_153,0,True,1,1,pass,19.4
Qwen3-4B-think,HumanEval_153,1,True,1,1,pass,20.82
Qwen3-4B-think,HumanEval_153,2,True,1,1,pass,17.93
Qwen3-4B-think,HumanEval_153,3,True,1,1,pass,21.69
Qwen3-4B-think,HumanEval_153,4,True,1,1,pass,34.71
Qwen3-4B-think,HumanEval_154,0,True,1,1,pass,28.58
Qwen3-4B-think,HumanEval_154,1,True,1,1,pass,28.1
Qwen3-4B-think,HumanEval_154,2,True,1,1,pass,25.07
Qwen3-4B-think,HumanEval_154,3,True,1,1,pass,31.63
Qwen3-4B-think,HumanEval_154,4,True,1,1,pass,34.85
Qwen3-4B-think,HumanEval_155,0,True,1,1,pass,11.03
Qwen3-4B-think,HumanEval_155,1,True,1,1,pass,9.93
Qwen3-4B-think,HumanEval_155,2,True,1,1,pass,11.24
Qwen3-4B-think,HumanEval_155,3,True,1,1,pass,10.75
Qwen3-4B-think,HumanEval_155,4,True,1,1,pass,11.35
Qwen3-4B-think,HumanEval_156,0,True,1,1,pass,17.23
Qwen3-4B-think,HumanEval_156,1,True,1,1,pass,14.63
Qwen3-4B-think,HumanEval_156,2,True,1,1,pass,22.16
Qwen3-4B-think,HumanEval_156,3,True,1,1,pass,15.46
Qwen3-4B-think,HumanEval_156,4,True,1,1,pass,16.59
Qwen3-4B-think,HumanEval_157,0,True,1,1,pass,16.66
Qwen3-4B-think,HumanEval_157,1,True,1,1,pass,11.14
Qwen3-4B-think,HumanEval_157,2,True,1,1,pass,18.57
Qwen3-4B-think,HumanEval_157,3,True,1,1,pass,13.47
Qwen3-4B-think,HumanEval_157,4,True,1,1,pass,11.83
Qwen3-4B-think,HumanEval_158,0,True,1,1,pass,17.25
Qwen3-4B-think,HumanEval_158,1,True,1,1,pass,31.92
Qwen3-4B-think,HumanEval_158,2,True,1,1,pass,19.27
Qwen3-4B-think,HumanEval_158,3,True,1,1,pass,19.01
Qwen3-4B-think,HumanEval_158,4,True,1,1,pass,20.94
Qwen3-4B-think,HumanEval_159,0,True,1,1,pass,14.17
Qwen3-4B-think,HumanEval_159,1,True,1,1,pass,12.36
Qwen3-4B-think,HumanEval_159,2,True,1,1,pass,20.82
Qwen3-4B-think,HumanEval_159,3,True,1,1,pass,12.55
Qwen3-4B-think,HumanEval_159,4,True,1,1,pass,27.09
Qwen3-4B-think,HumanEval_16,0,True,1,1,pass,7.96
Qwen3-4B-think,HumanEval_16,1,True,1,1,pass,6.74
Qwen3-4B-think,HumanEval_16,2,True,1,1,pass,8.09
Qwen3-4B-think,HumanEval_16,3,True,1,1,pass,7.83
Qwen3-4B-think,HumanEval_16,4,True,1,1,pass,6.3
Qwen3-4B-think,HumanEval_160,0,True,1,1,pass,20.28
Qwen3-4B-think,HumanEval_160,1,True,1,1,pass,24.6
Qwen3-4B-think,HumanEval_160,2,True,1,1,pass,23.06
Qwen3-4B-think,HumanEval_160,3,True,1,1,pass,19.15
Qwen3-4B-think,HumanEval_160,4,True,1,1,pass,23.02
Qwen3-4B-think,HumanEval_161,0,True,1,1,pass,13.35
Qwen3-4B-think,HumanEval_161,1,True,1,1,pass,11.92
Qwen3-4B-think,HumanEval_161,2,True,1,1,pass,14.25
Qwen3-4B-think,HumanEval_161,3,True,1,1,pass,12.4
Qwen3-4B-think,HumanEval_161,4,True,1,1,pass,10.33
Qwen3-4B-think,HumanEval_162,0,True,1,1,pass,6.11
Qwen3-4B-think,HumanEval_162,1,True,1,1,pass,11.99
Qwen3-4B-think,HumanEval_162,2,True,1,1,pass,5.43
Qwen3-4B-think,HumanEval_162,3,True,1,1,pass,11.07
Qwen3-4B-think,HumanEval_162,4,True,1,1,pass,12.05
Qwen3-4B-think,HumanEval_163,0,False,6,0,fail_after_6_turns,330.48
Qwen3-4B-think,HumanEval_163,1,False,6,0,fail_after_6_turns,379.49
Qwen3-4B-think,HumanEval_163,2,True,1,1,pass,53.02
Qwen3-4B-think,HumanEval_163,3,False,6,0,fail_after_6_turns,235.87
Qwen3-4B-think,HumanEval_163,4,False,6,0,fail_after_6_turns,260.65
Qwen3-4B-think,HumanEval_17,0,True,1,1,pass,14.93
Qwen3-4B-think,HumanEval_17,1,True,1,1,pass,15.98
Qwen3-4B-think,HumanEval_17,2,True,1,1,pass,13.02
Qwen3-4B-think,HumanEval_17,3,True,1,1,pass,10.37
Qwen3-4B-think,HumanEval_17,4,True,1,1,pass,11.62
Qwen3-4B-think,HumanEval_18,0,True,1,1,pass,17.41
Qwen3-4B-think,HumanEval_18,1,True,1,1,pass,20.44
Qwen3-4B-think,HumanEval_18,2,True,1,1,pass,30.61
Qwen3-4B-think,HumanEval_18,3,True,1,1,pass,18.99
Qwen3-4B-think,HumanEval_18,4,True,1,1,pass,29.21
Qwen3-4B-think,HumanEval_19,0,True,1,1,pass,17.31
Qwen3-4B-think,HumanEval_19,1,True,1,1,pass,23.21
Qwen3-4B-think,HumanEval_19,2,True,1,1,pass,12.56
Qwen3-4B-think,HumanEval_19,3,True,1,1,pass,19.99
Qwen3-4B-think,HumanEval_19,4,True,1,1,pass,20.84
Qwen3-4B-think,HumanEval_2,0,True,1,1,pass,6.67
Qwen3-4B-think,HumanEval_2,1,True,1,1,pass,6.27
Qwen3-4B-think,HumanEval_2,2,True,1,1,pass,13.56
Qwen3-4B-think,HumanEval_2,3,True,1,1,pass,6.16
Qwen3-4B-think,HumanEval_2,4,True,1,1,pass,8.29
Qwen3-4B-think,HumanEval_20,0,True,1,1,pass,25.35
Qwen3-4B-think,HumanEval_20,1,True,1,1,pass,28.07
Qwen3-4B-think,HumanEval_20,2,True,1,1,pass,48.82
Qwen3-4B-think,HumanEval_20,3,True,1,1,pass,48.15
Qwen3-4B-think,HumanEval_20,4,True,1,1,pass,26.93
Qwen3-4B-think,HumanEval_21,0,True,1,1,pass,11.75
Qwen3-4B-think,HumanEval_21,1,True,1,1,pass,8.06
Qwen3-4B-think,HumanEval_21,2,True,1,1,pass,12.93
Qwen3-4B-think,HumanEval_21,3,True,1,1,pass,17.36
Qwen3-4B-think,HumanEval_21,4,True,1,1,pass,18.27
Qwen3-4B-think,HumanEval_22,0,True,1,1,pass,8.13
Qwen3-4B-think,HumanEval_22,1,True,1,1,pass,18.38
Qwen3-4B-think,HumanEval_22,2,True,1,1,pass,19.56
Qwen3-4B-think,HumanEval_22,3,True,1,1,pass,14.73
Qwen3-4B-think,HumanEval_22,4,True,1,1,pass,23.12
Qwen3-4B-think,HumanEval_23,0,True,1,1,pass,4.52
Qwen3-4B-think,HumanEval_23,1,True,1,1,pass,3.56
Qwen3-4B-think,HumanEval_23,2,True,1,1,pass,3.95
Qwen3-4B-think,HumanEval_23,3,True,1,1,pass,5.04
Qwen3-4B-think,HumanEval_23,4,True,1,1,pass,3.46
Qwen3-4B-think,HumanEval_24,0,True,1,1,pass,20.57
Qwen3-4B-think,HumanEval_24,1,True,1,1,pass,15.45
Qwen3-4B-think,HumanEval_24,2,True,1,1,pass,22.58
Qwen3-4B-think,HumanEval_24,3,True,1,1,pass,23.88
Qwen3-4B-think,HumanEval_24,4,True,1,1,pass,23.25
Qwen3-4B-think,HumanEval_25,0,True,1,1,pass,27.05
Qwen3-4B-think,HumanEval_25,1,True,1,1,pass,19.22
Qwen3-4B-think,HumanEval_25,2,True,1,1,pass,20.58
Qwen3-4B-think,HumanEval_25,3,True,1,1,pass,23.11
Qwen3-4B-think,HumanEval_25,4,True,1,1,pass,23.99
Qwen3-4B-think,HumanEval_26,0,True,1,1,pass,15.48
Qwen3-4B-think,HumanEval_26,1,True,1,1,pass,12.58
Qwen3-4B-think,HumanEval_26,2,True,1,1,pass,57.69
Qwen3-4B-think,HumanEval_26,3,True,1,1,pass,32.94
Qwen3-4B-think,HumanEval_26,4,True,1,1,pass,15.73
Qwen3-4B-think,HumanEval_27,0,True,1,1,pass,10.79
Qwen3-4B-think,HumanEval_27,1,True,1,1,pass,11.34
Qwen3-4B-think,HumanEval_27,2,True,1,1,pass,4.86
Qwen3-4B-think,HumanEval_27,3,True,1,1,pass,5.26
Qwen3-4B-think,HumanEval_27,4,True,1,1,pass,6.1
Qwen3-4B-think,HumanEval_28,0,True,1,1,pass,4.09
Qwen3-4B-think,HumanEval_28,1,True,1,1,pass,4.8
Qwen3-4B-think,HumanEval_28,2,True,1,1,pass,4.79
Qwen3-4B-think,HumanEval_28,3,True,1,1,pass,4.48
Qwen3-4B-think,HumanEval_28,4,True,1,1,pass,4.08
Qwen3-4B-think,HumanEval_29,0,True,1,1,pass,7.58
Qwen3-4B-think,HumanEval_29,1,True,1,1,pass,9.12
Qwen3-4B-think,HumanEval_29,2,True,1,1,pass,6.83
Qwen3-4B-think,HumanEval_29,3,True,1,1,pass,7.84
Qwen3-4B-think,HumanEval_29,4,True,1,1,pass,7.1
Qwen3-4B-think,HumanEval_3,0,True,1,1,pass,8.76
Qwen3-4B-think,HumanEval_3,1,True,1,1,pass,6.8
Qwen3-4B-think,HumanEval_3,2,True,1,1,pass,6.32
Qwen3-4B-think,HumanEval_3,3,True,1,1,pass,5.15
Qwen3-4B-think,HumanEval_3,4,True,1,1,pass,7.98
Qwen3-4B-think,HumanEval_30,0,True,1,1,pass,6.06
Qwen3-4B-think,HumanEval_30,1,True,1,1,pass,6.8
Qwen3-4B-think,HumanEval_30,2,True,1,1,pass,7.25
Qwen3-4B-think,HumanEval_30,3,True,1,1,pass,5.41
Qwen3-4B-think,HumanEval_30,4,True,1,1,pass,6.1
Qwen3-4B-think,HumanEval_31,0,True,1,1,pass,13.18
Qwen3-4B-think,HumanEval_31,1,True,1,1,pass,23.52
Qwen3-4B-think,HumanEval_31,2,True,1,1,pass,25.96
Qwen3-4B-think,HumanEval_31,3,True,1,1,pass,15.0
Qwen3-4B-think,HumanEval_31,4,True,1,1,pass,21.93
Qwen3-4B-think,HumanEval_32,0,False,1,0,fail_before_6_turns,555.8068375587463
Qwen3-4B-think,HumanEval_32,1,False,6,0,fail_after_6_turns,489.73
Qwen3-4B-think,HumanEval_32,2,False,1,0,fail_before_6_turns,556.0778141021729
Qwen3-4B-think,HumanEval_32,3,False,1,0,fail_before_6_turns,556.2035684585571
Qwen3-4B-think,HumanEval_32,4,False,6,0,fail_after_6_turns,362.78
Qwen3-4B-think,HumanEval_33,0,True,1,1,pass,19.63
Qwen3-4B-think,HumanEval_33,1,True,1,1,pass,24.85
Qwen3-4B-think,HumanEval_33,2,True,1,1,pass,24.5
Qwen3-4B-think,HumanEval_33,3,True,1,1,pass,24.11
Qwen3-4B-think,HumanEval_33,4,True,1,1,pass,20.59
Qwen3-4B-think,HumanEval_34,0,True,1,1,pass,19.92
Qwen3-4B-think,HumanEval_34,1,True,1,1,pass,20.92
Qwen3-4B-think,HumanEval_34,2,True,1,1,pass,17.42
Qwen3-4B-think,HumanEval_34,3,True,1,1,pass,10.64
Qwen3-4B-think,HumanEval_34,4,True,1,1,pass,17.73
Qwen3-4B-think,HumanEval_35,0,True,1,1,pass,5.07
Qwen3-4B-think,HumanEval_35,1,True,1,1,pass,5.42
Qwen3-4B-think,HumanEval_35,2,True,1,1,pass,6.97
Qwen3-4B-think,HumanEval_35,3,True,1,1,pass,5.45
Qwen3-4B-think,HumanEval_35,4,True,1,1,pass,9.6
Qwen3-4B-think,HumanEval_36,0,True,1,1,pass,21.01
Qwen3-4B-think,HumanEval_36,1,True,1,1,pass,22.91
Qwen3-4B-think,HumanEval_36,2,True,1,1,pass,23.78
Qwen3-4B-think,HumanEval_36,3,True,1,1,pass,19.65
Qwen3-4B-think,HumanEval_36,4,True,1,1,pass,27.39
Qwen3-4B-think,HumanEval_37,0,True,1,1,pass,30.57
Qwen3-4B-think,HumanEval_37,1,True,1,1,pass,41.62
Qwen3-4B-think,HumanEval_37,2,True,1,1,pass,13.93
Qwen3-4B-think,HumanEval_37,3,True,1,1,pass,18.31
Qwen3-4B-think,HumanEval_37,4,True,1,1,pass,24.68
Qwen3-4B-think,HumanEval_38,0,False,2,0,fail_before_6_turns,571.1632649898529
Qwen3-4B-think,HumanEval_38,1,False,2,0,fail_before_6_turns,570.0244312286377
Qwen3-4B-think,HumanEval_38,2,False,6,0,fail_after_6_turns,151.26
Qwen3-4B-think,HumanEval_38,3,True,3,3,pass,46.33
Qwen3-4B-think,HumanEval_38,4,False,2,0,fail_before_6_turns,569.1554594039917
Qwen3-4B-think,HumanEval_39,0,True,1,1,pass,47.44
Qwen3-4B-think,HumanEval_39,1,True,1,1,pass,47.2
Qwen3-4B-think,HumanEval_39,2,True,1,1,pass,42.91
Qwen3-4B-think,HumanEval_39,3,True,1,1,pass,39.42
Qwen3-4B-think,HumanEval_39,4,True,1,1,pass,40.99
Qwen3-4B-think,HumanEval_4,0,True,1,1,pass,8.57
Qwen3-4B-think,HumanEval_4,1,True,1,1,pass,9.73
Qwen3-4B-think,HumanEval_4,2,True,1,1,pass,8.07
Qwen3-4B-think,HumanEval_4,3,True,1,1,pass,9.52
Qwen3-4B-think,HumanEval_4,4,True,1,1,pass,9.61
Qwen3-4B-think,HumanEval_40,0,True,1,1,pass,41.86
Qwen3-4B-think,HumanEval_40,1,True,1,1,pass,34.11
Qwen3-4B-think,HumanEval_40,2,True,1,1,pass,72.24
Qwen3-4B-think,HumanEval_40,3,True,1,1,pass,59.82
Qwen3-4B-think,HumanEval_40,4,True,1,1,pass,66.45
Qwen3-4B-think,HumanEval_41,0,True,1,1,pass,5.98
Qwen3-4B-think,HumanEval_41,1,True,1,1,pass,8.71
Qwen3-4B-think,HumanEval_41,2,True,1,1,pass,9.05
Qwen3-4B-think,HumanEval_41,3,True,1,1,pass,8.01
Qwen3-4B-think,HumanEval_41,4,True,1,1,pass,8.48
Qwen3-4B-think,HumanEval_42,0,True,1,1,pass,7.2
Qwen3-4B-think,HumanEval_42,1,True,1,1,pass,7.58
Qwen3-4B-think,HumanEval_42,2,True,1,1,pass,7.01
Qwen3-4B-think,HumanEval_42,3,True,1,1,pass,7.5
Qwen3-4B-think,HumanEval_42,4,True,1,1,pass,8.14
Qwen3-4B-think,HumanEval_43,0,True,1,1,pass,69.17
Qwen3-4B-think,HumanEval_43,1,True,1,1,pass,82.18
Qwen3-4B-think,HumanEval_43,2,True,1,1,pass,33.1
Qwen3-4B-think,HumanEval_43,3,True,1,1,pass,26.66
Qwen3-4B-think,HumanEval_43,4,True,1,1,pass,38.55
Qwen3-4B-think,HumanEval_44,0,True,1,1,pass,16.45
Qwen3-4B-think,HumanEval_44,1,True,1,1,pass,21.27
Qwen3-4B-think,HumanEval_44,2,True,1,1,pass,25.76
Qwen3-4B-think,HumanEval_44,3,True,1,1,pass,24.84
Qwen3-4B-think,HumanEval_44,4,True,1,1,pass,25.03
Qwen3-4B-think,HumanEval_45,0,True,1,1,pass,4.75
Qwen3-4B-think,HumanEval_45,1,True,1,1,pass,4.49
Qwen3-4B-think,HumanEval_45,2,True,1,1,pass,5.17
Qwen3-4B-think,HumanEval_45,3,True,1,1,pass,4.51
Qwen3-4B-think,HumanEval_45,4,True,1,1,pass,5.33
Qwen3-4B-think,HumanEval_46,0,True,1,1,pass,38.25
Qwen3-4B-think,HumanEval_46,1,True,1,1,pass,39.51
Qwen3-4B-think,HumanEval_46,2,True,1,1,pass,28.42
Qwen3-4B-think,HumanEval_46,3,True,1,1,pass,56.85
Qwen3-4B-think,HumanEval_46,4,True,1,1,pass,27.67
Qwen3-4B-think,HumanEval_47,0,True,1,1,pass,48.99
Qwen3-4B-think,HumanEval_47,1,True,1,1,pass,54.84
Qwen3-4B-think,HumanEval_47,2,True,1,1,pass,78.41
Qwen3-4B-think,HumanEval_47,3,True,1,1,pass,68.12
Qwen3-4B-think,HumanEval_47,4,True,1,1,pass,75.07
Qwen3-4B-think,HumanEval_48,0,True,1,1,pass,17.08
Qwen3-4B-think,HumanEval_48,1,True,1,1,pass,11.19
Qwen3-4B-think,HumanEval_48,2,True,1,1,pass,10.91
Qwen3-4B-think,HumanEval_48,3,True,1,1,pass,13.85
Qwen3-4B-think,HumanEval_48,4,True,1,1,pass,9.43
Qwen3-4B-think,HumanEval_49,0,True,1,1,pass,9.18
Qwen3-4B-think,HumanEval_49,1,True,1,1,pass,13.17
Qwen3-4B-think,HumanEval_49,2,True,1,1,pass,8.0
Qwen3-4B-think,HumanEval_49,3,True,1,1,pass,12.82
Qwen3-4B-think,HumanEval_49,4,True,1,1,pass,11.57
Qwen3-4B-think,HumanEval_5,0,True,1,1,pass,18.81
Qwen3-4B-think,HumanEval_5,1,True,1,1,pass,12.6
Qwen3-4B-think,HumanEval_5,2,True,1,1,pass,12.43
Qwen3-4B-think,HumanEval_5,3,True,1,1,pass,9.86
Qwen3-4B-think,HumanEval_5,4,True,1,1,pass,12.47
Qwen3-4B-think,HumanEval_50,0,False,6,0,fail_after_6_turns,226.44
Qwen3-4B-think,HumanEval_50,1,True,2,2,pass,90.6
Qwen3-4B-think,HumanEval_50,2,False,2,0,fail_before_6_turns,567.5076806545258
Qwen3-4B-think,HumanEval_50,3,False,2,0,fail_before_6_turns,564.879968881607
Qwen3-4B-think,HumanEval_50,4,False,4,0,fail_before_6_turns,600.1211709976196
Qwen3-4B-think,HumanEval_51,0,True,1,1,pass,12.56
Qwen3-4B-think,HumanEval_51,1,True,1,1,pass,15.63
Qwen3-4B-think,HumanEval_51,2,True,1,1,pass,14.58
Qwen3-4B-think,HumanEval_51,3,True,1,1,pass,13.67
Qwen3-4B-think,HumanEval_51,4,True,1,1,pass,15.15
Qwen3-4B-think,HumanEval_52,0,True,1,1,pass,7.41
Qwen3-4B-think,HumanEval_52,1,True,1,1,pass,9.11
Qwen3-4B-think,HumanEval_52,2,True,1,1,pass,8.11
Qwen3-4B-think,HumanEval_52,3,True,1,1,pass,7.57
Qwen3-4B-think,HumanEval_52,4,True,1,1,pass,6.76
Qwen3-4B-think,HumanEval_53,0,True,1,1,pass,4.49
Qwen3-4B-think,HumanEval_53,1,True,1,1,pass,4.74
Qwen3-4B-think,HumanEval_53,2,True,1,1,pass,4.01
Qwen3-4B-think,HumanEval_53,3,True,1,1,pass,3.85
Qwen3-4B-think,HumanEval_53,4,True,1,1,pass,3.88
Qwen3-4B-think,HumanEval_54,0,True,1,1,pass,14.32
Qwen3-4B-think,HumanEval_54,1,True,1,1,pass,13.41
Qwen3-4B-think,HumanEval_54,2,True,1,1,pass,12.83
Qwen3-4B-think,HumanEval_54,3,True,1,1,pass,16.27
Qwen3-4B-think,HumanEval_54,4,True,1,1,pass,27.39
Qwen3-4B-think,HumanEval_55,0,True,1,1,pass,14.39
Qwen3-4B-think,HumanEval_55,1,True,1,1,pass,16.76
Qwen3-4B-think,HumanEval_55,2,True,1,1,pass,15.89
Qwen3-4B-think,HumanEval_55,3,True,1,1,pass,11.12
Qwen3-4B-think,HumanEval_55,4,True,1,1,pass,37.46
Qwen3-4B-think,HumanEval_56,0,True,1,1,pass,13.08
Qwen3-4B-think,HumanEval_56,1,True,1,1,pass,8.97
Qwen3-4B-think,HumanEval_56,2,True,1,1,pass,13.31
Qwen3-4B-think,HumanEval_56,3,True,1,1,pass,9.18
Qwen3-4B-think,HumanEval_56,4,True,1,1,pass,9.17
Qwen3-4B-think,HumanEval_57,0,True,1,1,pass,14.94
Qwen3-4B-think,HumanEval_57,1,True,1,1,pass,9.68
Qwen3-4B-think,HumanEval_57,2,True,1,1,pass,24.04
Qwen3-4B-think,HumanEval_57,3,True,1,1,pass,10.05
Qwen3-4B-think,HumanEval_57,4,True,1,1,pass,14.38
Qwen3-4B-think,HumanEval_58,0,True,1,1,pass,11.18
Qwen3-4B-think,HumanEval_58,1,True,1,1,pass,8.36
Qwen3-4B-think,HumanEval_58,2,True,1,1,pass,7.99
Qwen3-4B-think,HumanEval_58,3,True,1,1,pass,10.58
Qwen3-4B-think,HumanEval_58,4,True,1,1,pass,9.13
Qwen3-4B-think,HumanEval_59,0,True,1,1,pass,26.0
Qwen3-4B-think,HumanEval_59,1,True,1,1,pass,21.89
Qwen3-4B-think,HumanEval_59,2,True,1,1,pass,26.92
Qwen3-4B-think,HumanEval_59,3,True,1,1,pass,25.25
Qwen3-4B-think,HumanEval_59,4,True,1,1,pass,22.82
Qwen3-4B-think,HumanEval_6,0,True,1,1,pass,17.77
Qwen3-4B-think,HumanEval_6,1,True,1,1,pass,14.87
Qwen3-4B-think,HumanEval_6,2,True,1,1,pass,16.23
Qwen3-4B-think,HumanEval_6,3,True,1,1,pass,17.01
Qwen3-4B-think,HumanEval_6,4,True,1,1,pass,14.87
Qwen3-4B-think,HumanEval_60,0,True,1,1,pass,6.68
Qwen3-4B-think,HumanEval_60,1,True,1,1,pass,7.65
Qwen3-4B-think,HumanEval_60,2,True,1,1,pass,8.63
Qwen3-4B-think,HumanEval_60,3,True,1,1,pass,14.97
Qwen3-4B-think,HumanEval_60,4,True,1,1,pass,18.15
Qwen3-4B-think,HumanEval_61,0,True,1,1,pass,8.24
Qwen3-4B-think,HumanEval_61,1,True,1,1,pass,9.16
Qwen3-4B-think,HumanEval_61,2,True,1,1,pass,9.94
Qwen3-4B-think,HumanEval_61,3,True,1,1,pass,10.19
Qwen3-4B-think,HumanEval_61,4,True,1,1,pass,8.84
Qwen3-4B-think,HumanEval_62,0,False,6,0,fail_after_6_turns,104.91
Qwen3-4B-think,HumanEval_62,1,False,6,0,fail_after_6_turns,165.97
Qwen3-4B-think,HumanEval_62,2,False,6,0,fail_after_6_turns,155.18
Qwen3-4B-think,HumanEval_62,3,True,1,1,pass,15.16
Qwen3-4B-think,HumanEval_62,4,True,1,1,pass,18.77
Qwen3-4B-think,HumanEval_63,0,True,1,1,pass,23.62
Qwen3-4B-think,HumanEval_63,1,True,1,1,pass,19.46
Qwen3-4B-think,HumanEval_63,2,True,1,1,pass,29.1
Qwen3-4B-think,HumanEval_63,3,True,1,1,pass,13.1
Qwen3-4B-think,HumanEval_63,4,True,1,1,pass,20.05
Qwen3-4B-think,HumanEval_64,0,True,1,1,pass,28.59
Qwen3-4B-think,HumanEval_64,1,True,1,1,pass,30.53
Qwen3-4B-think,HumanEval_64,2,True,1,1,pass,21.53
Qwen3-4B-think,HumanEval_64,3,True,1,1,pass,24.02
Qwen3-4B-think,HumanEval_64,4,True,1,1,pass,19.03
Qwen3-4B-think,HumanEval_65,0,True,1,1,pass,22.77
Qwen3-4B-think,HumanEval_65,1,True,1,1,pass,17.96
Qwen3-4B-think,HumanEval_65,2,True,1,1,pass,23.74
Qwen3-4B-think,HumanEval_65,3,True,1,1,pass,11.01
Qwen3-4B-think,HumanEval_65,4,True,1,1,pass,16.25
Qwen3-4B-think,HumanEval_66,0,True,1,1,pass,5.91
Qwen3-4B-think,HumanEval_66,1,True,1,1,pass,8.81
Qwen3-4B-think,HumanEval_66,2,True,1,1,pass,9.48
Qwen3-4B-think,HumanEval_66,3,True,1,1,pass,8.51
Qwen3-4B-think,HumanEval_66,4,True,1,1,pass,8.7
Qwen3-4B-think,HumanEval_67,0,True,1,1,pass,10.02
Qwen3-4B-think,HumanEval_67,1,True,1,1,pass,11.67
Qwen3-4B-think,HumanEval_67,2,True,1,1,pass,11.03
Qwen3-4B-think,HumanEval_67,3,True,1,1,pass,10.07
Qwen3-4B-think,HumanEval_67,4,True,1,1,pass,9.89
Qwen3-4B-think,HumanEval_68,0,True,1,1,pass,23.21
Qwen3-4B-think,HumanEval_68,1,True,1,1,pass,19.21
Qwen3-4B-think,HumanEval_68,2,True,1,1,pass,22.45
Qwen3-4B-think,HumanEval_68,3,True,1,1,pass,21.23
Qwen3-4B-think,HumanEval_68,4,True,1,1,pass,27.39
Qwen3-4B-think,HumanEval_69,0,True,1,1,pass,13.39
Qwen3-4B-think,HumanEval_69,1,True,1,1,pass,12.85
Qwen3-4B-think,HumanEval_69,2,True,1,1,pass,12.74
Qwen3-4B-think,HumanEval_69,3,True,1,1,pass,12.54
Qwen3-4B-think,HumanEval_69,4,True,1,1,pass,16.73
Qwen3-4B-think,HumanEval_7,0,True,1,1,pass,6.9
Qwen3-4B-think,HumanEval_7,1,True,1,1,pass,6.12
Qwen3-4B-think,HumanEval_7,2,True,1,1,pass,10.53
Qwen3-4B-think,HumanEval_7,3,True,1,1,pass,7.27
Qwen3-4B-think,HumanEval_7,4,True,1,1,pass,7.85
Qwen3-4B-think,HumanEval_70,0,True,1,1,pass,21.85
Qwen3-4B-think,HumanEval_70,1,True,1,1,pass,17.07
Qwen3-4B-think,HumanEval_70,2,True,1,1,pass,28.84
Qwen3-4B-think,HumanEval_70,3,True,1,1,pass,18.51
Qwen3-4B-think,HumanEval_70,4,True,1,1,pass,22.22
Qwen3-4B-think,HumanEval_71,0,True,1,1,pass,41.93
Qwen3-4B-think,HumanEval_71,1,True,1,1,pass,41.21
Qwen3-4B-think,HumanEval_71,2,True,1,1,pass,36.49
Qwen3-4B-think,HumanEval_71,3,True,1,1,pass,37.52
Qwen3-4B-think,HumanEval_71,4,True,1,1,pass,20.17
Qwen3-4B-think,HumanEval_72,0,True,1,1,pass,9.9
Qwen3-4B-think,HumanEval_72,1,True,1,1,pass,9.1
Qwen3-4B-think,HumanEval_72,2,True,1,1,pass,10.73
Qwen3-4B-think,HumanEval_72,3,True,1,1,pass,9.57
Qwen3-4B-think,HumanEval_72,4,True,1,1,pass,6.38
Qwen3-4B-think,HumanEval_73,0,True,1,1,pass,10.45
Qwen3-4B-think,HumanEval_73,1,True,1,1,pass,14.69
Qwen3-4B-think,HumanEval_73,2,True,1,1,pass,14.46
Qwen3-4B-think,HumanEval_73,3,True,1,1,pass,15.46
Qwen3-4B-think,HumanEval_73,4,True,1,1,pass,13.49
Qwen3-4B-think,HumanEval_74,0,True,1,1,pass,11.7
Qwen3-4B-think,HumanEval_74,1,True,1,1,pass,9.86
Qwen3-4B-think,HumanEval_74,2,True,1,1,pass,9.99
Qwen3-4B-think,HumanEval_74,3,True,1,1,pass,10.27
Qwen3-4B-think,HumanEval_74,4,True,1,1,pass,9.55
Qwen3-4B-think,HumanEval_75,0,True,1,1,pass,28.45
Qwen3-4B-think,HumanEval_75,1,True,1,1,pass,27.71
